code,stock,category,best_model,best_final_nav,rppo_rank,rppo_final_nav,rppo_minus_ppo,rppo_minus_a2c,rppo_minus_garch,rppo_minus_buyhold
sh.601628,China Life,Upward,Buy&Hold,1.509123745,2,1.2960777980000004,0.11691850833333284,0.039515871666667035,0.18668406099999602,-0.21304594699999946
sh.601688,Huatai Securities,Upward,Buy&Hold,1.30617391,2,1.2191260936666668,0.13318182533333234,0.0519207943333333,0.38847702166666387,-0.08704781633333325
sz.002594,BYD,Upward,Transaction-Cost-Aware R-PPO,1.435846922666667,1,1.435846922666667,0.3592218319999978,0.3069477760000001,0.25418598166666584,0.020370189666667038
sh.600519,Kweichow Moutai,Weak/Downward,A2C (Daily),0.9703207810000002,2,0.968722756,0.026214218666666067,-0.0015980250000001694,0.04767466600000003,0.06609525599999999
sz.002415,Hikvision,Weak/Downward,Transaction-Cost-Aware R-PPO,1.0626495473333335,1,1.0626495473333335,0.14567484033333267,0.09838360433333349,0.27028649733333165,0.16981649533333332
sz.000963,Huadong Medicine,Weak/Downward,Transaction-Cost-Aware R-PPO,0.9597260683333338,1,0.9597260683333338,0.17122235666666508,0.02749966000000026,0.1279911293333299,0.10273378133333377
sh.600887,Yili Group,Range/Near-flat,Transaction-Cost-Aware R-PPO,1.1829632866666668,1,1.1829632866666668,0.16942483033333233,0.11727580100000035,0.3568280126666651,0.06982869166666661
sh.600585,Conch Cement,Range/Near-flat,Transaction-Cost-Aware R-PPO,1.1425271920000002,1,1.1425271920000002,0.14112124366666667,0.0972916526666665,0.1425271920000002,0.07833332199999998
